r_shoulder_pan_joint,r_shoulder_lift_joint,r_upper_arm_roll_joint,r_elbow_flex_joint,r_forearm_roll_joint,r_wrist_flex_joint,r_wrist_roll_joint,RWrist = 6x,RWrist = 6y,RElbow = 7x,RElbow = 7y,RShoulder = 8x,RShoulder = 8y
0.1022580622,1.0606110725,-1.3778396781,-1.3751944399,-0.9396447142,-0.3267422296,0.7835295079,0.6574074074,0.5923913043,0.6666666667,0.7934782609,0.4722222222,0.7065217391
-0.8862167331,-0.051607934,-1.1763979507,-0.7517996463,-0.9701249445,-1.7400859155,0.441457265,0.6851851852,0.597826087,0.6851851852,0.8315217391,0.4768518519,0.6847826087
-1.8003255517,0.3427349645,0.3726228673,-0.5906632223,-0.3395157263,-0.519066688,1.4544548407,0.6759259259,0.6086956522,0.6712962963,0.7880434783,0.4814814815,0.6902173913
-0.0276568663,0.7026155434,-2.1546666248,-0.871366527,-2.0720686855,-1.6028526871,0.9909035892,0.6712962963,0.6141304348,0.6759259259,0.8369565217,0.4722222222,0.7173913043
-1.8287523645,0.4555432192,-1.5805429888,-1.2960327446,1.9749333242,-0.7169734906,1.5241257993,0.6805555556,0.6141304348,0.6759259259,0.8423913043,0.4814814815,0.75
-2.1075135386,0.4214878868,-1.8999291335,-0.5474956145,0.4516232378,-0.1286219564,0.1900704843,0.6805555556,0.625,0.6851851852,0.7826086957,0.4722222222,0.722826087
0.0574152023,0.8747859093,0.465509269,-0.5866136662,0.951071067,-1.9776598767,-2.6528446204,0.6759259259,0.6141304348,0.6712962963,0.8423913043,0.4675925926,0.7282608696
-0.3547734837,0.430224853,0.3914724336,-1.6730509281,-0.5125743693,-0.4839755884,-1.5251926659,0.6666666667,0.5923913043,0,0,0.4722222222,0.7336956522
-1.2849184983,0.2744247498,-2.7767559439,-1.3507509016,-2.6320144854,-0.4697613842,-1.3709868647,0.6851851852,0.6141304348,0.6851851852,0.8369565217,0.4722222222,0.7173913043
-0.7808493259,-0.0202342024,-2.9751876693,-0.5755988621,1.6975595828,-0.3495617254,0.1618624219,0.6805555556,0.6086956522,0.6805555556,0.8260869565,0.4768518519,0.7282608696
0.0505673976,0.8360357032,-1.2430473327,-0.4264745779,1.0026527685,-0.3740050793,-2.017057705,0.6666666667,0.6086956522,0.6712962963,0.8315217391,0.4722222222,0.7282608696
-0.5698978411,0.39547561,-2.446750998,-1.3532626814,1.0192250717,-1.8080013063,-2.4671242181,0.6759259259,0.6195652174,0.6666666667,0.8423913043,0.4768518519,0.722826087
-0.0953340974,0.985350939,-1.0847601156,-0.2276999122,-2.3165482033,-0.9668876096,-1.7601500193,0.6666666667,0.6032608696,0.6712962963,0.8315217391,0.4675925926,0.7336956522
-1.9584231904,-0.2619571448,-2.4293656082,-0.99170183,2.048803911,-0.1691583572,-2.187813301,0.6851851852,0.6141304348,0.6805555556,0.8423913043,0.4768518519,0.7173913043
-1.6705844812,1.1444185943,-0.6748509875,-2.0030779274,-1.201775825,-0.1528686024,0.9208899025,0.6851851852,0.6032608696,0.5416666667,0.7282608696,0.462962963,0.7336956522
-1.5236712134,-0.0105683377,-1.838885468,-0.3374376148,-2.1722215962,-0.4573463327,2.5708410152,0.6805555556,0.597826087,0.6527777778,0.8315217391,0.4814814815,0.6956521739
-1.4394175395,0.1340923744,-0.6189529639,-1.9322299028,-1.877752472,-1.799486043,-2.3904858839,0.6759259259,0.6032608696,0.6851851852,0.8369565217,0.4861111111,0.7119565217
0.0928183465,0.707652393,-1.414535685,-1.4548325623,-2.7048483269,-1.6647771739,-1.4815600575,0.6898148148,0.722826087,0,0,0.4768518519,0.8641304348
-0.2365789874,-0.0261835374,-1.3476037122,-0.5481596667,-0.3188032113,-1.0197607062,1.82434924,0.6805555556,0.7065217391,0.6759259259,0.8260869565,0.4814814815,0.8206521739
-0.0648280676,0.8456526026,-1.9638820049,-2.0138646033,-0.8050685906,-1.7692187599,-2.6803768133,0.6805555556,0.6576086957,0.6574074074,0.7934782609,0.4861111111,0.8097826087
-0.4019757611,0.1380781187,-2.7906725707,-0.2984488295,-0.2804762498,-0.7792306383,3.0785277108,0.625,0.6902173913,0.625,0.8206521739,0.4305555556,0.8206521739
-0.4816288331,-0.0732392646,-1.1749622151,-1.2531897612,-0.1157421841,-0.6245427321,-1.7219531288,0.6064814815,0.7010869565,0.6157407407,0.8695652174,0.4212962963,0.7880434783
-1.1611574333,-0.3349451497,-1.5334563094,-0.243001123,2.1897038388,-1.548941267,-2.4533393048,0.7222222222,0.5869565217,0.7222222222,0.7934782609,0.5138888889,0.7608695652
-0.1777728809,0.8348874475,0.2810509251,-0.8672969512,-2.1835882458,-0.5666055981,1.9211832548,0.7083333333,0.5760869565,0.7037037037,0.7934782609,0.5046296296,0.7554347826
-1.0454667607,0.7014979583,-0.8337856621,-1.6911632882,0.5274991532,-1.1769381577,-0.6287824182,0.712962963,0.5869565217,0.712962963,0.7989130435,0.5046296296,0.7934782609
-0.4300563999,-0.2005673587,-3.4531003745,-0.3298832355,-0.0768882956,-0.4960873021,-1.6928076342,0.6944444444,0.5923913043,0.6712962963,0.8043478261,0.4953703704,0.7608695652
-1.6786599158,0.3839915171,-1.7976967738,-1.8382236951,-1.0542441179,-1.7066393769,2.0014699662,0.7175925926,0.5869565217,0.7083333333,0.8043478261,0.5046296296,0.7608695652
-1.23609119,1.1247540406,0.4168663331,-0.3678978332,-0.5973575979,-0.6285544775,2.6090078003,0.7268518519,0.5815217391,0.7314814815,0.7989130435,0.5092592593,0.7554347826
-2.1021814877,1.0306627682,-2.3112857958,-0.9216418127,1.0001762384,-0.8590867777,-1.8552799978,0.7175925926,0.5815217391,0.7175925926,0.8043478261,0.5046296296,0.7880434783
-0.3448644868,0.5299838908,-0.2417482562,-2.1090603259,-1.2590287274,-0.6408529,2.9323387943,0.7083333333,0.5869565217,0.6990740741,0.7934782609,0.5,0.7826086957
-1.5688735054,0.6192010331,-0.1195216218,-1.0491729902,1.2350470338,-0.3561250004,-0.3657531021,0.7268518519,0.5923913043,0.712962963,0.8043478261,0.5185185185,0.7608695652
-0.9671970484,-0.2198557397,-1.3687374717,-1.2384107639,2.2811162997,-1.7623451623,2.6994437941,0.7083333333,0.5923913043,0.6990740741,0.7934782609,0.5092592593,0.75
-1.8634719408,0.8856609916,-2.4150635385,-0.1929457231,0.3888141243,-1.7386446221,0.4700449211,0.712962963,0.5869565217,0.7083333333,0.7989130435,0.5,0.7826086957
-0.8539022219,-0.0968097299,-0.4676547784,-1.3964679866,0.8385747323,-1.710925787,2.1512498624,0.7175925926,0.5923913043,0.7175925926,0.8097826087,0.5092592593,0.7391304348
0.4984054703,0.6447972822,-1.0669503146,-0.470610716,2.3582454136,-1.3310865858,-2.0341098073,0.6759259259,0.3043478261,0,0,0.4861111111,0.7717391304
-0.6636810951,0.3642435573,0.6377015785,-1.5238485592,1.4566437377,-1.7279896988,-0.5151097716,0.712962963,0.5815217391,0.712962963,0.7934782609,0.5092592593,0.7445652174
-1.6919056792,0.0624545831,0.3545751152,-0.8876836209,-0.4082127676,-0.6931700917,0.9413857403,0.7314814815,0.5869565217,0.7222222222,0.8043478261,0.5138888889,0.7554347826
-0.7929498952,0.81819826,0.2250552177,-1.1398061921,-3.1092379849,-1.3802775773,2.7969012841,0.7175925926,0.5869565217,0.7175925926,0.8043478261,0.5185185185,0.7608695652
0.0892752475,0.232184802,-2.7872252781,-1.5178152847,1.0436013479,-0.528782536,-1.2958191056,0.7083333333,0.5815217391,0.6944444444,0.7934782609,0.5,0.7336956522
-0.7410030876,0.930901677,-1.4833668064,-2.0171753325,-2.6883052353,-0.1652456037,-1.2390811123,0.6944444444,0.3641304348,0.6759259259,0.1195652174,0.4953703704,0.7554347826
-1.0183220276,1.2444185701,-1.748810575,-1.2551086897,-2.6391615351,-1.6417829524,-1.8019395748,0.7175925926,0.5923913043,0.7037037037,0.8043478261,0.5231481481,0.7880434783
-1.194395823,-0.1073315934,0.0097588882,-1.5438813832,1.2639596332,-1.4882506497,-2.3512743748,0.712962963,0.597826087,0.6944444444,0.8097826087,0.5138888889,0.7554347826
-1.6740004674,-0.1846050251,-1.5419289709,-0.25228937,0.2383553463,-0.2795587983,-0.1135364299,0.7222222222,0.5923913043,0.7222222222,0.8043478261,0.5231481481,0.7554347826
-1.0810525237,0.4401904601,-3.0080537457,-1.8049841837,-1.6124748468,-1.4364059476,0.523976837,0.7083333333,0.5869565217,0.6527777778,0.6358695652,0.5046296296,0.7880434783
0.0017744956,0.9444070676,-1.0708356118,-2.1069050254,1.8970232593,-1.7359925248,1.7284568295,0.6990740741,0.5923913043,0.6898148148,0.7989130435,0.5046296296,0.7880434783
-0.5540050178,0.2775408223,-3.0325845625,-1.1190293364,1.696952068,-1.517878825,2.9655239762,0.6805555556,0.6086956522,0.6481481481,0.8315217391,0.4861111111,0.7717391304
-2.0916564926,-0.2632806977,-1.2591544201,-0.2250724513,-1.545247548,-0.7263519767,-2.5189655597,0.7407407407,0.5815217391,0.7361111111,0.8043478261,0.5231481481,0.7608695652
-0.6922186956,1.1240268701,-1.2231359599,-1.2375733066,-1.1494257594,-1.0221504444,-0.5739203043,0.7083333333,0.5815217391,0.662037037,0.6630434783,0.5046296296,0.7989130435
0.28065426439746854,0.5479320630245144,-1.5101598582230507,-1.1807765859038104,-2.6915387553127417,-0.2802384964656086,-2.979541584060861,0.7083333333333334,0.32065217391304346,0.7037037037037037,0.07065217391304347,0.5185185185185185,0.6467391304347826
0.5124198839234122,0.9973825743049384,-1.6403602098114787,-0.21823452496589146,-2.921114814259951,-1.9691908756736667,-3.0068648137030483,0.7129629629629629,0.5380434782608695,0.7083333333333334,0.7554347826086957,0.5324074074074074,0.625
0.04853246469724848,1.1336157140465453,-0.16620887340977752,-0.859558483211347,2.273035151894968,-1.8435817677062005,1.1630325360362859,0.7175925925925926,0.5434782608695652,0.7083333333333334,0.7391304347826086,0.5277777777777778,0.6467391304347826
-0.5673258455549324,0.027790515163540863,-2.4548616725020107,-0.2309838641189037,2.446448979711249,-1.5805067200679332,-2.0198552798570577,0.7129629629629629,0.5434782608695652,0.7083333333333334,0.7608695652173914,0.5324074074074074,0.6521739130434783
-0.789920353338831,0.8779984453780111,0.1730185344815256,-1.7309304382282311,0.2468022660421645,-0.39823867245577294,-0.27577770512264976,0.7314814814814815,0.5434782608695652,0.7222222222222222,0.7663043478260869,0.5370370370370371,0.6521739130434783
