r_shoulder_pan_joint,r_shoulder_lift_joint,r_upper_arm_roll_joint,r_elbow_flex_joint,r_forearm_roll_joint,r_wrist_flex_joint,r_wrist_roll_joint,RWrist = 6x,RWrist = 6y,RElbow = 7x,RElbow = 7y,RShoulder = 8x,RShoulder = 8y
0.1022580622,1.0606110725,-1.3778396781,-1.3751944399,-0.9396447142,-0.3267422296,0.7835295079,0.6574074074,0.5923913043,0.6666666667,0.7934782609,0.4722222222,0.7065217391
-0.8862167331,-0.051607934,-1.1763979507,-0.7517996463,-0.9701249445,-1.7400859155,0.441457265,0.6851851852,0.597826087,0.6851851852,0.8315217391,0.4768518519,0.6847826087
-1.8003255517,0.3427349645,0.3726228673,-0.5906632223,-0.3395157263,-0.519066688,1.4544548407,0.6759259259,0.6086956522,0.6712962963,0.7880434783,0.4814814815,0.6902173913
-0.0276568663,0.7026155434,-2.1546666248,-0.871366527,-2.0720686855,-1.6028526871,0.9909035892,0.6712962963,0.6141304348,0.6759259259,0.8369565217,0.4722222222,0.7173913043
-1.8287523645,0.4555432192,-1.5805429888,-1.2960327446,1.9749333242,-0.7169734906,1.5241257993,0.6805555556,0.6141304348,0.6759259259,0.8423913043,0.4814814815,0.75
-2.1075135386,0.4214878868,-1.8999291335,-0.5474956145,0.4516232378,-0.1286219564,0.1900704843,0.6805555556,0.625,0.6851851852,0.7826086957,0.4722222222,0.722826087
0.0574152023,0.8747859093,0.465509269,-0.5866136662,0.951071067,-1.9776598767,-2.6528446204,0.6759259259,0.6141304348,0.6712962963,0.8423913043,0.4675925926,0.7282608696
-0.3547734837,0.430224853,0.3914724336,-1.6730509281,-0.5125743693,-0.4839755884,-1.5251926659,0.6666666667,0.5923913043,0,0,0.4722222222,0.7336956522
-1.2849184983,0.2744247498,-2.7767559439,-1.3507509016,-2.6320144854,-0.4697613842,-1.3709868647,0.6851851852,0.6141304348,0.6851851852,0.8369565217,0.4722222222,0.7173913043
-0.7808493259,-0.0202342024,-2.9751876693,-0.5755988621,1.6975595828,-0.3495617254,0.1618624219,0.6805555556,0.6086956522,0.6805555556,0.8260869565,0.4768518519,0.7282608696
0.0505673976,0.8360357032,-1.2430473327,-0.4264745779,1.0026527685,-0.3740050793,-2.017057705,0.6666666667,0.6086956522,0.6712962963,0.8315217391,0.4722222222,0.7282608696
-0.5698978411,0.39547561,-2.446750998,-1.3532626814,1.0192250717,-1.8080013063,-2.4671242181,0.6759259259,0.6195652174,0.6666666667,0.8423913043,0.4768518519,0.722826087
-0.0953340974,0.985350939,-1.0847601156,-0.2276999122,-2.3165482033,-0.9668876096,-1.7601500193,0.6666666667,0.6032608696,0.6712962963,0.8315217391,0.4675925926,0.7336956522
-1.9584231904,-0.2619571448,-2.4293656082,-0.99170183,2.048803911,-0.1691583572,-2.187813301,0.6851851852,0.6141304348,0.6805555556,0.8423913043,0.4768518519,0.7173913043
-1.6705844812,1.1444185943,-0.6748509875,-2.0030779274,-1.201775825,-0.1528686024,0.9208899025,0.6851851852,0.6032608696,0.5416666667,0.7282608696,0.462962963,0.7336956522
-1.5236712134,-0.0105683377,-1.838885468,-0.3374376148,-2.1722215962,-0.4573463327,2.5708410152,0.6805555556,0.597826087,0.6527777778,0.8315217391,0.4814814815,0.6956521739
-1.4394175395,0.1340923744,-0.6189529639,-1.9322299028,-1.877752472,-1.799486043,-2.3904858839,0.6759259259,0.6032608696,0.6851851852,0.8369565217,0.4861111111,0.7119565217
0.09281834649601217,0.7076523930371973,-1.4145356849767268,-1.4548325622848701,-2.7048483269441093,-1.6647771738935262,-1.4815600575175238,0.6898148148148148,0.7228260869565217,0,0,0.47685185185185186,0.8641304347826086
-0.23657898736009453,-0.026183537412341695,-1.3476037122309208,-0.5481596667363542,-0.31880321131911193,-1.0197607061592864,1.8243492400171837,0.6805555555555556,0.7065217391304348,0.6759259259259259,0.8260869565217391,0.48148148148148145,0.8206521739130435
-0.06482806758293513,0.8456526025790955,-1.9638820049352943,-2.013864603302395,-0.8050685906125543,-1.7692187599372118,-2.680376813253052,0.6805555555555556,0.657608695652174,0.6574074074074074,0.7934782608695652,0.4861111111111111,0.8097826086956522
-0.4019757611055841,0.13807811873210596,-2.7906725706532596,-0.29844882947180884,-0.28047624981875297,-0.7792306382907555,3.0785277107960747,0.625,0.6902173913043478,0.625,0.8206521739130435,0.4305555555555556,0.8206521739130435
-0.4816288331368874,-0.07323926459813956,-1.1749622151255608,-1.2531897612273926,-0.11574218414369053,-0.6245427321409807,-1.7219531287738568,0.6064814814814815,0.7010869565217391,0.6157407407407407,0.8695652173913043,0.4212962962962963,0.7880434782608695
